ID;RegioS;Perioden;GemiddeldeVerkoopprijs_1
8683;GM0802;1998JJ00;
8684;GM0802;1999JJ00;
8685;GM0802;2000JJ00;
8686;GM0802;2001JJ00;
8687;GM0802;2002JJ00;
8688;GM0802;2003JJ00;
8689;GM0802;2004JJ00;
8690;GM0802;2005JJ00;
8691;GM0802;2006JJ00;
8692;GM0802;2007JJ00;
8693;GM0802;2008JJ00;
8694;GM0802;2009JJ00;
8695;GM0802;2010JJ00;
8696;GM0802;2011JJ00;
8697;GM0802;2012JJ00;
8698;GM0802;2013JJ00;
8699;GM0802;2014JJ00;
8700;GM0802;2015JJ00;
8701;GM0802;2016JJ00;
8702;GM0802;2017JJ00;
8703;GM0802;2018JJ00;
8704;GM0802;2019JJ00;
8705;GM0802;2020JJ00;
8706;GM0802;2021JJ00;
8707;GM0802;2022JJ00;
8708;GM0800;1995JJ00;113935
8709;GM0800;1996JJ00;137072
8710;GM0800;1997JJ00;
8711;GM0800;1998JJ00;
8712;GM0800;1999JJ00;
8713;GM0800;2000JJ00;
8714;GM0800;2001JJ00;
8715;GM0800;2002JJ00;
8716;GM0800;2003JJ00;
8717;GM0800;2004JJ00;
8718;GM0800;2005JJ00;
8719;GM0800;2006JJ00;
8720;GM0800;2007JJ00;
8721;GM0800;2008JJ00;
8722;GM0800;2009JJ00;
8723;GM0800;2010JJ00;
8724;GM0800;2011JJ00;
8725;GM0800;2012JJ00;
8726;GM0800;2013JJ00;
8727;GM0800;2014JJ00;
8728;GM0800;2015JJ00;
8729;GM0800;2016JJ00;
8730;GM0800;2017JJ00;
8731;GM0800;2018JJ00;
8732;GM0800;2019JJ00;
8733;GM0800;2020JJ00;
8734;GM0800;2021JJ00;
8735;GM0800;2022JJ00;
8736;GM0118;1995JJ00;76666
8737;GM0118;1996JJ00;81690
8738;GM0118;1997JJ00;88344
8739;GM0118;1998JJ00;100190
8740;GM0118;1999JJ00;110110
8741;GM0118;2000JJ00;140889
8742;GM0118;2001JJ00;145570
8743;GM0118;2002JJ00;151379
8744;GM0118;2003JJ00;160773
8745;GM0118;2004JJ00;160541
8746;GM0118;2005JJ00;165674
8747;GM0118;2006JJ00;188812
8748;GM0118;2007JJ00;197650
8749;GM0118;2008JJ00;192917
8750;GM0118;2009JJ00;186762
8751;GM0118;2010JJ00;196371
8752;GM0118;2011JJ00;179743
8753;GM0118;2012JJ00;170511
8754;GM0118;2013JJ00;168759
8755;GM0118;2014JJ00;171785
8756;GM0118;2015JJ00;174397
8757;GM0118;2016JJ00;186967
8758;GM0118;2017JJ00;188528
8759;GM0118;2018JJ00;191818
8760;GM0118;2019JJ00;209654
8761;GM0118;2020JJ00;232875
8762;GM0118;2021JJ00;272291
8763;GM0118;2022JJ00;311475
8764;GM0018;1995JJ00;71203
8765;GM0018;1996JJ00;72662
8766;GM0018;1997JJ00;75866
8767;GM0018;1998JJ00;82882
8768;GM0018;1999JJ00;94139
8769;GM0018;2000JJ00;105992
8770;GM0018;2001JJ00;124369
8771;GM0018;2002JJ00;145410
8772;GM0018;2003JJ00;137927
8773;GM0018;2004JJ00;143278
8774;GM0018;2005JJ00;152832
8775;GM0018;2006JJ00;163431
8776;GM0018;2007JJ00;179954
8777;GM0018;2008JJ00;171688
8778;GM0018;2009JJ00;179195
8779;GM0018;2010JJ00;160093
8780;GM0018;2011JJ00;157539
8781;GM0018;2012JJ00;174038
8782;GM0018;2013JJ00;150580
8783;GM0018;2014JJ00;146387
8784;GM0018;2015JJ00;160547
8785;GM0018;2016JJ00;177921
8786;GM0018;2017JJ00;174784
8787;GM0018;2018JJ00;
8788;GM0018;2019JJ00;
8789;GM0018;2020JJ00;
8790;GM0018;2021JJ00;
8791;GM0018;2022JJ00;
8792;GM0405;1995JJ00;88495
8793;GM0405;1996JJ00;95123
8794;GM0405;1997JJ00;100374
8795;GM0405;1998JJ00;114848
8796;GM0405;1999JJ00;124423
8797;GM0405;2000JJ00;155768
8798;GM0405;2001JJ00;172315
8799;GM0405;2002JJ00;180622
8800;GM0405;2003JJ00;187277
8801;GM0405;2004JJ00;196254
8802;GM0405;2005JJ00;205290
8803;GM0405;2006JJ00;213710
8804;GM0405;2007JJ00;217863
8805;GM0405;2008JJ00;231154
8806;GM0405;2009JJ00;215699
8807;GM0405;2010JJ00;207710
8808;GM0405;2011JJ00;217449
8809;GM0405;2012JJ00;197867
8810;GM0405;2013JJ00;190462
8811;GM0405;2014JJ00;187643
8812;GM0405;2015JJ00;194761
8813;GM0405;2016JJ00;207844
8814;GM0405;2017JJ00;234005
8815;GM0405;2018JJ00;262560
8816;GM0405;2019JJ00;273490
8817;GM0405;2020JJ00;294233
8818;GM0405;2021JJ00;351708
8819;GM0405;2022JJ00;384165
8820;GM0923;1995JJ00;97179
8821;GM0923;1996JJ00;103194
8822;GM0923;1997JJ00;122528
8823;GM0923;1998JJ00;139134
8824;GM0923;1999JJ00;156845
8825;GM0923;2000JJ00;170910
8826;GM0923;2001JJ00;
8827;GM0923;2002JJ00;
8828;GM0923;2003JJ00;
8829;GM0923;2004JJ00;
8830;GM0923;2005JJ00;
8831;GM0923;2006JJ00;
8832;GM0923;2007JJ00;
8833;GM0923;2008JJ00;
8834;GM0923;2009JJ00;
8835;GM0923;2010JJ00;
8836;GM0923;2011JJ00;
8837;GM0923;2012JJ00;
8838;GM0923;2013JJ00;
8839;GM0923;2014JJ00;
8840;GM0923;2015JJ00;
8841;GM0923;2016JJ00;
8842;GM0923;2017JJ00;
8843;GM0923;2018JJ00;
8844;GM0923;2019JJ00;
8845;GM0923;2020JJ00;
8846;GM0923;2021JJ00;
8847;GM0923;2022JJ00;
8848;GM1507;1995JJ00;
8849;GM1507;1996JJ00;
8850;GM1507;1997JJ00;
8851;GM1507;1998JJ00;
8852;GM1507;1999JJ00;
8853;GM1507;2000JJ00;
8854;GM1507;2001JJ00;193573
8855;GM1507;2002JJ00;202640
8856;GM1507;2003JJ00;214697
8857;GM1507;2004JJ00;212227
8858;GM1507;2005JJ00;210991
8859;GM1507;2006JJ00;233951
8860;GM1507;2007JJ00;240833
8861;GM1507;2008JJ00;237527
8862;GM1507;2009JJ00;216541
8863;GM1507;2010JJ00;219936
8864;GM1507;2011JJ00;227646
8865;GM1507;2012JJ00;211877
8866;GM1507;2013JJ00;217208
8867;GM1507;2014JJ00;213445
8868;GM1507;2015JJ00;216232
8869;GM1507;2016JJ00;227370
8870;GM1507;2017JJ00;242769
8871;GM1507;2018JJ00;256883
8872;GM1507;2019JJ00;270171
8873;GM1507;2020JJ00;296947
8874;GM1507;2021JJ00;327659
8875;GM1507;2022JJ00;364811
8876;GM0321;1995JJ00;128757
8877;GM0321;1996JJ00;143854
8878;GM0321;1997JJ00;145302
8879;GM0321;1998JJ00;163767
8880;GM0321;1999JJ00;188524
8881;GM0321;2000JJ00;208864
8882;GM0321;2001JJ00;244945
8883;GM0321;2002JJ00;257016
8884;GM0321;2003JJ00;251232
8885;GM0321;2004JJ00;261971
8886;GM0321;2005JJ00;276679
8887;GM0321;2006JJ00;297451
8888;GM0321;2007JJ00;314338
8889;GM0321;2008JJ00;321049
8890;GM0321;2009JJ00;297216
8891;GM0321;2010JJ00;311081
8892;GM0321;2011JJ00;313755
8893;GM0321;2012JJ00;297209
8894;GM0321;2013JJ00;258693
8895;GM0321;2014JJ00;263450
8896;GM0321;2015JJ00;289409
8897;GM0321;2016JJ00;306475
8898;GM0321;2017JJ00;350247
8899;GM0321;2018JJ00;369260
8900;GM0321;2019JJ00;384695
8901;GM0321;2020JJ00;446636
8902;GM0321;2021JJ00;502688
8903;GM0321;2022JJ00;564254
8904;GM0803;1995JJ00;104597
8905;GM0803;1996JJ00;115092
8906;GM0803;1997JJ00;
8907;GM0803;1998JJ00;
8908;GM0803;1999JJ00;
8909;GM0803;2000JJ00;
8910;GM0803;2001JJ00;
8911;GM0803;2002JJ00;
8912;GM0803;2003JJ00;
8913;GM0803;2004JJ00;
8914;GM0803;2005JJ00;
8915;GM0803;2006JJ00;
8916;GM0803;2007JJ00;
8917;GM0803;2008JJ00;
8918;GM0803;2009JJ00;
8919;GM0803;2010JJ00;
8920;GM0803;2011JJ00;
8921;GM0803;2012JJ00;
8922;GM0803;2013JJ00;
8923;GM0803;2014JJ00;
8924;GM0803;2015JJ00;
8925;GM0803;2016JJ00;
8926;GM0803;2017JJ00;
8927;GM0803;2018JJ00;
8928;GM0803;2019JJ00;
8929;GM0803;2020JJ00;
8930;GM0803;2021JJ00;
8931;GM0803;2022JJ00;
8932;GM0255;1995JJ00;98625
8933;GM0255;1996JJ00;111771
8934;GM0255;1997JJ00;116483
8935;GM0255;1998JJ00;128482
8936;GM0255;1999JJ00;159681
8937;GM0255;2000JJ00;165409
8938;GM0255;2001JJ00;
8939;GM0255;2002JJ00;
8940;GM0255;2003JJ00;
8941;GM0255;2004JJ00;
8942;GM0255;2005JJ00;
8943;GM0255;2006JJ00;
8944;GM0255;2007JJ00;
8945;GM0255;2008JJ00;
8946;GM0255;2009JJ00;
8947;GM0255;2010JJ00;
8948;GM0255;2011JJ00;
8949;GM0255;2012JJ00;
8950;GM0255;2013JJ00;
8951;GM0255;2014JJ00;
8952;GM0255;2015JJ00;
8953;GM0255;2016JJ00;
8954;GM0255;2017JJ00;
8955;GM0255;2018JJ00;
8956;GM0255;2019JJ00;
8957;GM0255;2020JJ00;
8958;GM0255;2021JJ00;
8959;GM0255;2022JJ00;
8960;GM0406;1995JJ00;131610
8961;GM0406;1996JJ00;148372
8962;GM0406;1997JJ00;168413
8963;GM0406;1998JJ00;192168
8964;GM0406;1999JJ00;227775
8965;GM0406;2000JJ00;298526
8966;GM0406;2001JJ00;303791
8967;GM0406;2002JJ00;301534
8968;GM0406;2003JJ00;280819
8969;GM0406;2004JJ00;296721
8970;GM0406;2005JJ00;343266
8971;GM0406;2006JJ00;336837
8972;GM0406;2007JJ00;395973
8973;GM0406;2008JJ00;386312
8974;GM0406;2009JJ00;383781
8975;GM0406;2010JJ00;291376
8976;GM0406;2011JJ00;352737
8977;GM0406;2012JJ00;252387
8978;GM0406;2013JJ00;253033
8979;GM0406;2014JJ00;294853
8980;GM0406;2015JJ00;305102
8981;GM0406;2016JJ00;299365
8982;GM0406;2017JJ00;349587
8983;GM0406;2018JJ00;381559
8984;GM0406;2019JJ00;408548
8985;GM0406;2020JJ00;449470
8986;GM0406;2021JJ00;536037
8987;GM0406;2022JJ00;581623
8988;GM0677;1995JJ00;65033
8989;GM0677;1996JJ00;79145
8990;GM0677;1997JJ00;82632
8991;GM0677;1998JJ00;94421
8992;GM0677;1999JJ00;91570
8993;GM0677;2000JJ00;102309
8994;GM0677;2001JJ00;120244
8995;GM0677;2002JJ00;145451
8996;GM0677;2003JJ00;143809
8997;GM0677;2004JJ00;151421
8998;GM0677;2005JJ00;165049
8999;GM0677;2006JJ00;163538
9000;GM0677;2007JJ00;175950
9001;GM0677;2008JJ00;191943
9002;GM0677;2009JJ00;179875
9003;GM0677;2010JJ00;182051
9004;GM0677;2011JJ00;177863
9005;GM0677;2012JJ00;175535
9006;GM0677;2013JJ00;177663
9007;GM0677;2014JJ00;177323
9008;GM0677;2015JJ00;194385
9009;GM0677;2016JJ00;190359
9010;GM0677;2017JJ00;199354
9011;GM0677;2018JJ00;207949
9012;GM0677;2019JJ00;225322
9013;GM0677;2020JJ00;246569
9014;GM0677;2021JJ00;271034
9015;GM0677;2022JJ00;305894
9016;GM0256;1995JJ00;108463
9017;GM0256;1996JJ00;101232
9018;GM0256;1997JJ00;147144
9019;GM0256;1998JJ00;184526
9020;GM0256;1999JJ00;202731
9021;GM0256;2000JJ00;251598
9022;GM0256;2001JJ00;267459
9023;GM0256;2002JJ00;257417
9024;GM0256;2003JJ00;286571
9025;GM0256;2004JJ00;288253
9026;GM0256;2005JJ00;
9027;GM0256;2006JJ00;
9028;GM0256;2007JJ00;
9029;GM0256;2008JJ00;
9030;GM0256;2009JJ00;
9031;GM0256;2010JJ00;
9032;GM0256;2011JJ00;
9033;GM0256;2012JJ00;
9034;GM0256;2013JJ00;
9035;GM0256;2014JJ00;
9036;GM0256;2015JJ00;
9037;GM0256;2016JJ00;
9038;GM0256;2017JJ00;
9039;GM0256;2018JJ00;
9040;GM0256;2019JJ00;
9041;GM0256;2020JJ00;
9042;GM0256;2021JJ00;
9043;GM0256;2022JJ00;
9044;GM0925;1995JJ00;97161
9045;GM0925;1996JJ00;106599
9046;GM0925;1997JJ00;127105
9047;GM0925;1998JJ00;144124
9048;GM0925;1999JJ00;148422
9049;GM0925;2000JJ00;176183
9050;GM0925;2001JJ00;170850
9051;GM0925;2002JJ00;200429
9052;GM0925;2003JJ00;206277
9053;GM0925;2004JJ00;216841
9054;GM0925;2005JJ00;211193
9055;GM0925;2006JJ00;222890
9056;GM0925;2007JJ00;
9057;GM0925;2008JJ00;
9058;GM0925;2009JJ00;
9059;GM0925;2010JJ00;
9060;GM0925;2011JJ00;
9061;GM0925;2012JJ00;
9062;GM0925;2013JJ00;
9063;GM0925;2014JJ00;
9064;GM0925;2015JJ00;
9065;GM0925;2016JJ00;
9066;GM0925;2017JJ00;
9067;GM0925;2018JJ00;
9068;GM0925;2019JJ00;
9069;GM0925;2020JJ00;
9070;GM0925;2021JJ00;
9071;GM0925;2022JJ00;
9072;GM0195;1995JJ00;71084
9073;GM0195;1996JJ00;89951
9074;GM0195;1997JJ00;109345
9075;GM0195;1998JJ00;107072
9076;GM0195;1999JJ00;143756
9077;GM0195;2000JJ00;148473
9078;GM0195;2001JJ00;
9079;GM0195;2002JJ00;
9080;GM0195;2003JJ00;
9081;GM0195;2004JJ00;
9082;GM0195;2005JJ00;
9083;GM0195;2006JJ00;
9084;GM0195;2007JJ00;
9085;GM0195;2008JJ00;
9086;GM0195;2009JJ00;
9087;GM0195;2010JJ00;
9088;GM0195;2011JJ00;
9089;GM0195;2012JJ00;
9090;GM0195;2013JJ00;
9091;GM0195;2014JJ00;
9092;GM0195;2015JJ00;
9093;GM0195;2016JJ00;
9094;GM0195;2017JJ00;
9095;GM0195;2018JJ00;
9096;GM0195;2019JJ00;
9097;GM0195;2020JJ00;
9098;GM0195;2021JJ00;
9099;GM0195;2022JJ00;
9100;GM0191;1995JJ00;84519
9101;GM0191;1996JJ00;92418
9102;GM0191;1997JJ00;111769
9103;GM0191;1998JJ00;134140
9104;GM0191;1999JJ00;144843
9105;GM0191;2000JJ00;151084
9106;GM0191;2001JJ00;
9107;GM0191;2002JJ00;
9108;GM0191;2003JJ00;
9109;GM0191;2004JJ00;
9110;GM0191;2005JJ00;
9111;GM0191;2006JJ00;
9112;GM0191;2007JJ00;
9113;GM0191;2008JJ00;
9114;GM0191;2009JJ00;
9115;GM0191;2010JJ00;
9116;GM0191;2011JJ00;
9117;GM0191;2012JJ00;
9118;GM0191;2013JJ00;
9119;GM0191;2014JJ00;
9120;GM0191;2015JJ00;
9121;GM0191;2016JJ00;
9122;GM0191;2017JJ00;
9123;GM0191;2018JJ00;
9124;GM0191;2019JJ00;
9125;GM0191;2020JJ00;
9126;GM0191;2021JJ00;
9127;GM0191;2022JJ00;
9128;GM0353;1995JJ00;104250
9129;GM0353;1996JJ00;114951
9130;GM0353;1997JJ00;139570
9131;GM0353;1998JJ00;135724
9132;GM0353;1999JJ00;186725
9133;GM0353;2000JJ00;197387
9134;GM0353;2001JJ00;199309
9135;GM0353;2002JJ00;205660
9136;GM0353;2003JJ00;240870
9137;GM0353;2004JJ00;230360
9138;GM0353;2005JJ00;238726
9139;GM0353;2006JJ00;248512
9140;GM0353;2007JJ00;262592
9141;GM0353;2008JJ00;273547
9142;GM0353;2009JJ00;273329
9143;GM0353;2010JJ00;282636
9144;GM0353;2011JJ00;271287
9145;GM0353;2012JJ00;261273
9146;GM0353;2013JJ00;237293
9147;GM0353;2014JJ00;255240
9148;GM0353;2015JJ00;255430
9149;GM0353;2016JJ00;267542
9150;GM0353;2017JJ00;287639
9151;GM0353;2018JJ00;320499
9152;GM0353;2019JJ00;358675
9153;GM0353;2020JJ00;367980
9154;GM0353;2021JJ00;413115
9155;GM0353;2022JJ00;493830
9156;GM0645;1995JJ00;136797
9157;GM0645;1996JJ00;148837
9158;GM0645;1997JJ00;176322
9159;GM0645;1998JJ00;164178
9160;GM0645;1999JJ00;185447
9161;GM0645;2000JJ00;250841
9162;GM0645;2001JJ00;231279
9163;GM0645;2002JJ00;264324
9164;GM0645;2003JJ00;271602
9165;GM0645;2004JJ00;283945
9166;GM0645;2005JJ00;287374
9167;GM0645;2006JJ00;302439
9168;GM0645;2007JJ00;354592
9169;GM0645;2008JJ00;318845
9170;GM0645;2009JJ00;
9171;GM0645;2010JJ00;
9172;GM0645;2011JJ00;
9173;GM0645;2012JJ00;
9174;GM0645;2013JJ00;
9175;GM0645;2014JJ00;
9176;GM0645;2015JJ00;
9177;GM0645;2016JJ00;
9178;GM0645;2017JJ00;
9179;GM0645;2018JJ00;
9180;GM0645;2019JJ00;
9181;GM0645;2020JJ00;
9182;GM0645;2021JJ00;
9183;GM0645;2022JJ00;
9184;GM1884;1995JJ00;
9185;GM1884;1996JJ00;
9186;GM1884;1997JJ00;
9187;GM1884;1998JJ00;
9188;GM1884;1999JJ00;
9189;GM1884;2000JJ00;
9190;GM1884;2001JJ00;
9191;GM1884;2002JJ00;
9192;GM1884;2003JJ00;
9193;GM1884;2004JJ00;
9194;GM1884;2005JJ00;
9195;GM1884;2006JJ00;
9196;GM1884;2007JJ00;
9197;GM1884;2008JJ00;
9198;GM1884;2009JJ00;308872
9199;GM1884;2010JJ00;263128
9200;GM1884;2011JJ00;285424
9201;GM1884;2012JJ00;263310
9202;GM1884;2013JJ00;297848
9203;GM1884;2014JJ00;261236
9204;GM1884;2015JJ00;247183
9205;GM1884;2016JJ00;273892
9206;GM1884;2017JJ00;316044
9207;GM1884;2018JJ00;335511
9208;GM1884;2019JJ00;363467
9209;GM1884;2020JJ00;383736
9210;GM1884;2021JJ00;441190
9211;GM1884;2022JJ00;492745
9212;GM0166;1995JJ00;74369
9213;GM0166;1996JJ00;82519
9214;GM0166;1997JJ00;92334
9215;GM0166;1998JJ00;96545
9216;GM0166;1999JJ00;108441
9217;GM0166;2000JJ00;131882
9218;GM0166;2001JJ00;159278
9219;GM0166;2002JJ00;171426
9220;GM0166;2003JJ00;186241
9221;GM0166;2004JJ00;185951
9222;GM0166;2005JJ00;197167
9223;GM0166;2006JJ00;214869
9224;GM0166;2007JJ00;198050
9225;GM0166;2008JJ00;200039
9226;GM0166;2009JJ00;209511
9227;GM0166;2010JJ00;202032
9228;GM0166;2011JJ00;202775
9229;GM0166;2012JJ00;200033
9230;GM0166;2013JJ00;180371
9231;GM0166;2014JJ00;186175
9232;GM0166;2015JJ00;199886
9233;GM0166;2016JJ00;213513
9234;GM0166;2017JJ00;218823
9235;GM0166;2018JJ00;230409
9236;GM0166;2019JJ00;250239
9237;GM0166;2020JJ00;269422
9238;GM0166;2021JJ00;310676
9239;GM0166;2022JJ00;344255
9240;GM0678;1995JJ00;81191
9241;GM0678;1996JJ00;94670
9242;GM0678;1997JJ00;103113
9243;GM0678;1998JJ00;106234
9244;GM0678;1999JJ00;123873
9245;GM0678;2000JJ00;143624
9246;GM0678;2001JJ00;160635
9247;GM0678;2002JJ00;180410
9248;GM0678;2003JJ00;191641
9249;GM0678;2004JJ00;221679
9250;GM0678;2005JJ00;213836
9251;GM0678;2006JJ00;235423
9252;GM0678;2007JJ00;236096
9253;GM0678;2008JJ00;227360
9254;GM0678;2009JJ00;228551
9255;GM0678;2010JJ00;214930
9256;GM0678;2011JJ00;215625
9257;GM0678;2012JJ00;218095
9258;GM0678;2013JJ00;197596
9259;GM0678;2014JJ00;195084
9260;GM0678;2015JJ00;224522
9261;GM0678;2016JJ00;234934
9262;GM0678;2017JJ00;228219
9263;GM0678;2018JJ00;244259
9264;GM0678;2019JJ00;260592
9265;GM0678;2020JJ00;289124
9266;GM0678;2021JJ00;327750
9267;GM0678;2022JJ00;355556
9268;GM0537;1995JJ00;108842
9269;GM0537;1996JJ00;123345
9270;GM0537;1997JJ00;136703
9271;GM0537;1998JJ00;146568
9272;GM0537;1999JJ00;162358
9273;GM0537;2000JJ00;178603
9274;GM0537;2001JJ00;206494
9275;GM0537;2002JJ00;221708
9276;GM0537;2003JJ00;227065
9277;GM0537;2004JJ00;223899
9278;GM0537;2005JJ00;235748
9279;GM0537;2006JJ00;262088
9280;GM0537;2007JJ00;265457
9281;GM0537;2008JJ00;289552
9282;GM0537;2009JJ00;275304
9283;GM0537;2010JJ00;264701
9284;GM0537;2011JJ00;276218
9285;GM0537;2012JJ00;262495
9286;GM0537;2013JJ00;246802
9287;GM0537;2014JJ00;249884
9288;GM0537;2015JJ00;236911
9289;GM0537;2016JJ00;256551
9290;GM0537;2017JJ00;278192
9291;GM0537;2018JJ00;315388
9292;GM0537;2019JJ00;339783
9293;GM0537;2020JJ00;361519
9294;GM0537;2021JJ00;388991
9295;GM0537;2022JJ00;466023
9296;GM0928;1995JJ00;85999
9297;GM0928;1996JJ00;91476
9298;GM0928;1997JJ00;94666
9299;GM0928;1998JJ00;98477
9300;GM0928;1999JJ00;110922
9301;GM0928;2000JJ00;129601
9302;GM0928;2001JJ00;124263
9303;GM0928;2002JJ00;124813
9304;GM0928;2003JJ00;132238
9305;GM0928;2004JJ00;133140
9306;GM0928;2005JJ00;131913
9307;GM0928;2006JJ00;147406
9308;GM0928;2007JJ00;151591
9309;GM0928;2008JJ00;153858
9310;GM0928;2009JJ00;147565
9311;GM0928;2010JJ00;146410
9312;GM0928;2011JJ00;138273
9313;GM0928;2012JJ00;136112
9314;GM0928;2013JJ00;126057
9315;GM0928;2014JJ00;130680
9316;GM0928;2015JJ00;143898
9317;GM0928;2016JJ00;145428
9318;GM0928;2017JJ00;159034
9319;GM0928;2018JJ00;169047
9320;GM0928;2019JJ00;181691
9321;GM0928;2020JJ00;194105
9322;GM0928;2021JJ00;216618
9323;GM0928;2022JJ00;237848
9324;GM0257;1995JJ00;116455
9325;GM0257;1996JJ00;124486
9326;GM0257;1997JJ00;152533
9327;GM0257;1998JJ00;171324
9328;GM0257;1999JJ00;
9329;GM0257;2000JJ00;
9330;GM0257;2001JJ00;
9331;GM0257;2002JJ00;
9332;GM0257;2003JJ00;
9333;GM0257;2004JJ00;
9334;GM0257;2005JJ00;
9335;GM0257;2006JJ00;
9336;GM0257;2007JJ00;
9337;GM0257;2008JJ00;
9338;GM0257;2009JJ00;
9339;GM0257;2010JJ00;
9340;GM0257;2011JJ00;
9341;GM0257;2012JJ00;
9342;GM0257;2013JJ00;
9343;GM0257;2014JJ00;
9344;GM0257;2015JJ00;
9345;GM0257;2016JJ00;
9346;GM0257;2017JJ00;
9347;GM0257;2018JJ00;
9348;GM0257;2019JJ00;
9349;GM0257;2020JJ00;
9350;GM0257;2021JJ00;
9351;GM0257;2022JJ00;
9352;GM0929;1995JJ00;102920
9353;GM0929;1996JJ00;118271
9354;GM0929;1997JJ00;137282
9355;GM0929;1998JJ00;155008
9356;GM0929;1999JJ00;172349
9357;GM0929;2000JJ00;183168
9358;GM0929;2001JJ00;185507
9359;GM0929;2002JJ00;249307
9360;GM0929;2003JJ00;200059
9361;GM0929;2004JJ00;237827
9362;GM0929;2005JJ00;272073
9363;GM0929;2006JJ00;235798
9364;GM0929;2007JJ00;259272
9365;GM0929;2008JJ00;266124
9366;GM0929;2009JJ00;218711
9367;GM0929;2010JJ00;
9368;GM0929;2011JJ00;
9369;GM0929;2012JJ00;
9370;GM0929;2013JJ00;
9371;GM0929;2014JJ00;
9372;GM0929;2015JJ00;
9373;GM0929;2016JJ00;
9374;GM0929;2017JJ00;
9375;GM0929;2018JJ00;
9376;GM0929;2019JJ00;
9377;GM0929;2020JJ00;
9378;GM0929;2021JJ00;
9379;GM0929;2022JJ00;
9380;GM0258;1995JJ00;116094
9381;GM0258;1996JJ00;118401
9382;GM0258;1997JJ00;133895
9383;GM0258;1998JJ00;145379
9384;GM0258;1999JJ00;186220
9385;GM0258;2000JJ00;220961
9386;GM0258;2001JJ00;224637
9387;GM0258;2002JJ00;243685
9388;GM0258;2003JJ00;204236
9389;GM0258;2004JJ00;
9390;GM0258;2005JJ00;
9391;GM0258;2006JJ00;
9392;GM0258;2007JJ00;
9393;GM0258;2008JJ00;
9394;GM0258;2009JJ00;
9395;GM0258;2010JJ00;
9396;GM0258;2011JJ00;
9397;GM0258;2012JJ00;
9398;GM0258;2013JJ00;
9399;GM0258;2014JJ00;
9400;GM0258;2015JJ00;
9401;GM0258;2016JJ00;
9402;GM0258;2017JJ00;
9403;GM0258;2018JJ00;
9404;GM0258;2019JJ00;
9405;GM0258;2020JJ00;
9406;GM0258;2021JJ00;
9407;GM0258;2022JJ00;
9408;GM0804;1995JJ00;92536
9409;GM0804;1996JJ00;97672
9410;GM0804;1997JJ00;
9411;GM0804;1998JJ00;
9412;GM0804;1999JJ00;
9413;GM0804;2000JJ00;
9414;GM0804;2001JJ00;
9415;GM0804;2002JJ00;
9416;GM0804;2003JJ00;
9417;GM0804;2004JJ00;
9418;GM0804;2005JJ00;
9419;GM0804;2006JJ00;
9420;GM0804;2007JJ00;
9421;GM0804;2008JJ00;
9422;GM0804;2009JJ00;
9423;GM0804;2010JJ00;
9424;GM0804;2011JJ00;
9425;GM0804;2012JJ00;
9426;GM0804;2013JJ00;
9427;GM0804;2014JJ00;
9428;GM0804;2015JJ00;
9429;GM0804;2016JJ00;
9430;GM0804;2017JJ00;
9431;GM0804;2018JJ00;
9432;GM0804;2019JJ00;
9433;GM0804;2020JJ00;
9434;GM0804;2021JJ00;
9435;GM0804;2022JJ00;
9436;GM1598;1995JJ00;
9437;GM1598;1996JJ00;
9438;GM1598;1997JJ00;
9439;GM1598;1998JJ00;
9440;GM1598;1999JJ00;
9441;GM1598;2000JJ00;
9442;GM1598;2001JJ00;
9443;GM1598;2002JJ00;
9444;GM1598;2003JJ00;
9445;GM1598;2004JJ00;
9446;GM1598;2005JJ00;
9447;GM1598;2006JJ00;
9448;GM1598;2007JJ00;256294
9449;GM1598;2008JJ00;267012
9450;GM1598;2009JJ00;243375
9451;GM1598;2010JJ00;229511
9452;GM1598;2011JJ00;224873
9453;GM1598;2012JJ00;223194
9454;GM1598;2013JJ00;209897
9455;GM1598;2014JJ00;208266
9456;GM1598;2015JJ00;213360
9457;GM1598;2016JJ00;224528
9458;GM1598;2017JJ00;242181
9459;GM1598;2018JJ00;264679
9460;GM1598;2019JJ00;277496
9461;GM1598;2020JJ00;340448
9462;GM1598;2021JJ00;388633
9463;GM1598;2022JJ00;401706
9464;GM0079;1995JJ00;63844
9465;GM0079;1996JJ00;68865
9466;GM0079;1997JJ00;74626
9467;GM0079;1998JJ00;80575
9468;GM0079;1999JJ00;95009
9469;GM0079;2000JJ00;120583
9470;GM0079;2001JJ00;142623
9471;GM0079;2002JJ00;138055
9472;GM0079;2003JJ00;152780
9473;GM0079;2004JJ00;166122
9474;GM0079;2005JJ00;175499
9475;GM0079;2006JJ00;179038
9476;GM0079;2007JJ00;196371
9477;GM0079;2008JJ00;204648
9478;GM0079;2009JJ00;179514
9479;GM0079;2010JJ00;181520
9480;GM0079;2011JJ00;179238
9481;GM0079;2012JJ00;160018
9482;GM0079;2013JJ00;150728
9483;GM0079;2014JJ00;166404
9484;GM0079;2015JJ00;180406
9485;GM0079;2016JJ00;169658
9486;GM0079;2017JJ00;179766
9487;GM0079;2018JJ00;191178
9488;GM0079;2019JJ00;
9489;GM0079;2020JJ00;
9490;GM0079;2021JJ00;
9491;GM0079;2022JJ00;
9492;GM0588;1995JJ00;92152
9493;GM0588;1996JJ00;110585
9494;GM0588;1997JJ00;117886
9495;GM0588;1998JJ00;120636
