ID;RegioS;Perioden;GemiddeldeVerkoopprijs_1
3703;GM0383;2002JJ00;252905
3704;GM0383;2003JJ00;282695
3705;GM0383;2004JJ00;257972
3706;GM0383;2005JJ00;262738
3707;GM0383;2006JJ00;307741
3708;GM0383;2007JJ00;312795
3709;GM0383;2008JJ00;332133
3710;GM0383;2009JJ00;291663
3711;GM0383;2010JJ00;276992
3712;GM0383;2011JJ00;289709
3713;GM0383;2012JJ00;263424
3714;GM0383;2013JJ00;219334
3715;GM0383;2014JJ00;237885
3716;GM0383;2015JJ00;255876
3717;GM0383;2016JJ00;258386
3718;GM0383;2017JJ00;304792
3719;GM0383;2018JJ00;338188
3720;GM0383;2019JJ00;369741
3721;GM0383;2020JJ00;395177
3722;GM0383;2021JJ00;461120
3723;GM0383;2022JJ00;513657
3724;GM0760;1995JJ00;119386
3725;GM0760;1996JJ00;125070
3726;GM0760;1997JJ00;
3727;GM0760;1998JJ00;
3728;GM0760;1999JJ00;
3729;GM0760;2000JJ00;
3730;GM0760;2001JJ00;
3731;GM0760;2002JJ00;
3732;GM0760;2003JJ00;
3733;GM0760;2004JJ00;
3734;GM0760;2005JJ00;
3735;GM0760;2006JJ00;
3736;GM0760;2007JJ00;
3737;GM0760;2008JJ00;
3738;GM0760;2009JJ00;
3739;GM0760;2010JJ00;
3740;GM0760;2011JJ00;
3741;GM0760;2012JJ00;
3742;GM0760;2013JJ00;
3743;GM0760;2014JJ00;
3744;GM0760;2015JJ00;
3745;GM0760;2016JJ00;
3746;GM0760;2017JJ00;
3747;GM0760;2018JJ00;
3748;GM0760;2019JJ00;
3749;GM0760;2020JJ00;
3750;GM0760;2021JJ00;
3751;GM0760;2022JJ00;
3752;GM0109;1995JJ00;71576
3753;GM0109;1996JJ00;75983
3754;GM0109;1997JJ00;71746
3755;GM0109;1998JJ00;111111
3756;GM0109;1999JJ00;129641
3757;GM0109;2000JJ00;158862
3758;GM0109;2001JJ00;171956
3759;GM0109;2002JJ00;180720
3760;GM0109;2003JJ00;177210
3761;GM0109;2004JJ00;188093
3762;GM0109;2005JJ00;188670
3763;GM0109;2006JJ00;206556
3764;GM0109;2007JJ00;212644
3765;GM0109;2008JJ00;228372
3766;GM0109;2009JJ00;201968
3767;GM0109;2010JJ00;212365
3768;GM0109;2011JJ00;205781
3769;GM0109;2012JJ00;192977
3770;GM0109;2013JJ00;178598
3771;GM0109;2014JJ00;183627
3772;GM0109;2015JJ00;188646
3773;GM0109;2016JJ00;213934
3774;GM0109;2017JJ00;211691
3775;GM0109;2018JJ00;215837
3776;GM0109;2019JJ00;236021
3777;GM0109;2020JJ00;276626
3778;GM0109;2021JJ00;312553
3779;GM0109;2022JJ00;342313
3780;GM0314;1995JJ00;116204
3781;GM0314;1996JJ00;
3782;GM0314;1997JJ00;
3783;GM0314;1998JJ00;
3784;GM0314;1999JJ00;
3785;GM0314;2000JJ00;
3786;GM0314;2001JJ00;
3787;GM0314;2002JJ00;
3788;GM0314;2003JJ00;
3789;GM0314;2004JJ00;
3790;GM0314;2005JJ00;
3791;GM0314;2006JJ00;
3792;GM0314;2007JJ00;
3793;GM0314;2008JJ00;
3794;GM0314;2009JJ00;
3795;GM0314;2010JJ00;
3796;GM0314;2011JJ00;
3797;GM0314;2012JJ00;
3798;GM0314;2013JJ00;
3799;GM0314;2014JJ00;
3800;GM0314;2015JJ00;
3801;GM0314;2016JJ00;
3802;GM0314;2017JJ00;
3803;GM0314;2018JJ00;
3804;GM0314;2019JJ00;
3805;GM0314;2020JJ00;
3806;GM0314;2021JJ00;
3807;GM0314;2022JJ00;
3808;GM1706;1995JJ00;
3809;GM1706;1996JJ00;
3810;GM1706;1997JJ00;
3811;GM1706;1998JJ00;140345
3812;GM1706;1999JJ00;180315
3813;GM1706;2000JJ00;203770
3814;GM1706;2001JJ00;205488
3815;GM1706;2002JJ00;211803
3816;GM1706;2003JJ00;213129
3817;GM1706;2004JJ00;219045
3818;GM1706;2005JJ00;219142
3819;GM1706;2006JJ00;238526
3820;GM1706;2007JJ00;262186
3821;GM1706;2008JJ00;262454
3822;GM1706;2009JJ00;274933
3823;GM1706;2010JJ00;253464
3824;GM1706;2011JJ00;259272
3825;GM1706;2012JJ00;223959
3826;GM1706;2013JJ00;221954
3827;GM1706;2014JJ00;218315
3828;GM1706;2015JJ00;225839
3829;GM1706;2016JJ00;227420
3830;GM1706;2017JJ00;247850
3831;GM1706;2018JJ00;281567
3832;GM1706;2019JJ00;283676
3833;GM1706;2020JJ00;317322
3834;GM1706;2021JJ00;344682
3835;GM1706;2022JJ00;394113
3836;GM0611;1995JJ00;88522
3837;GM0611;1996JJ00;105645
3838;GM0611;1997JJ00;108430
3839;GM0611;1998JJ00;125912
3840;GM0611;1999JJ00;143772
3841;GM0611;2000JJ00;176077
3842;GM0611;2001JJ00;192091
3843;GM0611;2002JJ00;213262
3844;GM0611;2003JJ00;226532
3845;GM0611;2004JJ00;247714
3846;GM0611;2005JJ00;240006
3847;GM0611;2006JJ00;279400
3848;GM0611;2007JJ00;259783
3849;GM0611;2008JJ00;291193
3850;GM0611;2009JJ00;269748
3851;GM0611;2010JJ00;254328
3852;GM0611;2011JJ00;259632
3853;GM0611;2012JJ00;243879
3854;GM0611;2013JJ00;220878
3855;GM0611;2014JJ00;223806
3856;GM0611;2015JJ00;235866
3857;GM0611;2016JJ00;243824
3858;GM0611;2017JJ00;252515
3859;GM0611;2018JJ00;270096
3860;GM0611;2019JJ00;
3861;GM0611;2020JJ00;
3862;GM0611;2021JJ00;
3863;GM0611;2022JJ00;
3864;GM1684;1995JJ00;95679
3865;GM1684;1996JJ00;94987
3866;GM1684;1997JJ00;114186
3867;GM1684;1998JJ00;119821
3868;GM1684;1999JJ00;144730
3869;GM1684;2000JJ00;179030
3870;GM1684;2001JJ00;183579
3871;GM1684;2002JJ00;201601
3872;GM1684;2003JJ00;204440
3873;GM1684;2004JJ00;219033
3874;GM1684;2005JJ00;207321
3875;GM1684;2006JJ00;246616
3876;GM1684;2007JJ00;244668
3877;GM1684;2008JJ00;255307
3878;GM1684;2009JJ00;240389
3879;GM1684;2010JJ00;232083
3880;GM1684;2011JJ00;239805
3881;GM1684;2012JJ00;216893
3882;GM1684;2013JJ00;192967
3883;GM1684;2014JJ00;186508
3884;GM1684;2015JJ00;200141
3885;GM1684;2016JJ00;206252
3886;GM1684;2017JJ00;220711
3887;GM1684;2018JJ00;253265
3888;GM1684;2019JJ00;281980
3889;GM1684;2020JJ00;287731
3890;GM1684;2021JJ00;326136
3891;GM1684;2022JJ00;
3892;GM0216;1995JJ00;104461
3893;GM0216;1996JJ00;116903
3894;GM0216;1997JJ00;125367
3895;GM0216;1998JJ00;136164
3896;GM0216;1999JJ00;158315
3897;GM0216;2000JJ00;174145
3898;GM0216;2001JJ00;196795
3899;GM0216;2002JJ00;212937
3900;GM0216;2003JJ00;210503
3901;GM0216;2004JJ00;216020
3902;GM0216;2005JJ00;229631
3903;GM0216;2006JJ00;236487
3904;GM0216;2007JJ00;258340
3905;GM0216;2008JJ00;256852
3906;GM0216;2009JJ00;251523
3907;GM0216;2010JJ00;253712
3908;GM0216;2011JJ00;255121
3909;GM0216;2012JJ00;246017
3910;GM0216;2013JJ00;222451
3911;GM0216;2014JJ00;229069
3912;GM0216;2015JJ00;233311
3913;GM0216;2016JJ00;221135
3914;GM0216;2017JJ00;242697
3915;GM0216;2018JJ00;264549
3916;GM0216;2019JJ00;299647
3917;GM0216;2020JJ00;319641
3918;GM0216;2021JJ00;385595
3919;GM0216;2022JJ00;406851
3920;GM0110;1995JJ00;94353
3921;GM0110;1996JJ00;112176
3922;GM0110;1997JJ00;102814
3923;GM0110;1998JJ00;
3924;GM0110;1999JJ00;
3925;GM0110;2000JJ00;
3926;GM0110;2001JJ00;
3927;GM0110;2002JJ00;
3928;GM0110;2003JJ00;
3929;GM0110;2004JJ00;
3930;GM0110;2005JJ00;
3931;GM0110;2006JJ00;
3932;GM0110;2007JJ00;
3933;GM0110;2008JJ00;
3934;GM0110;2009JJ00;
3935;GM0110;2010JJ00;
3936;GM0110;2011JJ00;
3937;GM0110;2012JJ00;
3938;GM0110;2013JJ00;
3939;GM0110;2014JJ00;
3940;GM0110;2015JJ00;
3941;GM0110;2016JJ00;
3942;GM0110;2017JJ00;
3943;GM0110;2018JJ00;
3944;GM0110;2019JJ00;
3945;GM0110;2020JJ00;
3946;GM0110;2021JJ00;
3947;GM0110;2022JJ00;
3948;GM0148;1995JJ00;117029
3949;GM0148;1996JJ00;128331
3950;GM0148;1997JJ00;146641
3951;GM0148;1998JJ00;151750
3952;GM0148;1999JJ00;163577
3953;GM0148;2000JJ00;193233
3954;GM0148;2001JJ00;230321
3955;GM0148;2002JJ00;225394
3956;GM0148;2003JJ00;236780
3957;GM0148;2004JJ00;250168
3958;GM0148;2005JJ00;239137
3959;GM0148;2006JJ00;256939
3960;GM0148;2007JJ00;277665
3961;GM0148;2008JJ00;276697
3962;GM0148;2009JJ00;260821
3963;GM0148;2010JJ00;239302
3964;GM0148;2011JJ00;231795
3965;GM0148;2012JJ00;227427
3966;GM0148;2013JJ00;227766
3967;GM0148;2014JJ00;237096
3968;GM0148;2015JJ00;234903
3969;GM0148;2016JJ00;254193
3970;GM0148;2017JJ00;260435
3971;GM0148;2018JJ00;294259
3972;GM0148;2019JJ00;303668
3973;GM0148;2020JJ00;344270
3974;GM0148;2021JJ00;393372
3975;GM0148;2022JJ00;438023
3976;GM0065;1995JJ00;73909
3977;GM0065;1996JJ00;79293
3978;GM0065;1997JJ00;89537
3979;GM0065;1998JJ00;99280
3980;GM0065;1999JJ00;122997
3981;GM0065;2000JJ00;143363
3982;GM0065;2001JJ00;159917
3983;GM0065;2002JJ00;194358
3984;GM0065;2003JJ00;180541
3985;GM0065;2004JJ00;180557
3986;GM0065;2005JJ00;203008
3987;GM0065;2006JJ00;199513
3988;GM0065;2007JJ00;213527
3989;GM0065;2008JJ00;220978
3990;GM0065;2009JJ00;
3991;GM0065;2010JJ00;
3992;GM0065;2011JJ00;
3993;GM0065;2012JJ00;
3994;GM0065;2013JJ00;
3995;GM0065;2014JJ00;
3996;GM0065;2015JJ00;
3997;GM0065;2016JJ00;
3998;GM0065;2017JJ00;
3999;GM0065;2018JJ00;
4000;GM0065;2019JJ00;
4001;GM0065;2020JJ00;
4002;GM0065;2021JJ00;
4003;GM0065;2022JJ00;
4004;GM1891;1995JJ00;
4005;GM1891;1996JJ00;
4006;GM1891;1997JJ00;
4007;GM1891;1998JJ00;
4008;GM1891;1999JJ00;
4009;GM1891;2000JJ00;
4010;GM1891;2001JJ00;
4011;GM1891;2002JJ00;
4012;GM1891;2003JJ00;
4013;GM1891;2004JJ00;
4014;GM1891;2005JJ00;
4015;GM1891;2006JJ00;
4016;GM1891;2007JJ00;
4017;GM1891;2008JJ00;
4018;GM1891;2009JJ00;202182
4019;GM1891;2010JJ00;207530
4020;GM1891;2011JJ00;205102
4021;GM1891;2012JJ00;179117
4022;GM1891;2013JJ00;175049
4023;GM1891;2014JJ00;179396
4024;GM1891;2015JJ00;187644
4025;GM1891;2016JJ00;206037
4026;GM1891;2017JJ00;209322
4027;GM1891;2018JJ00;225605
4028;GM1891;2019JJ00;234227
4029;GM1891;2020JJ00;257872
4030;GM1891;2021JJ00;290598
4031;GM1891;2022JJ00;365470
4032;GM0503;1995JJ00;79928
4033;GM0503;1996JJ00;91805
4034;GM0503;1997JJ00;99841
4035;GM0503;1998JJ00;110289
4036;GM0503;1999JJ00;121592
4037;GM0503;2000JJ00;145867
4038;GM0503;2001JJ00;162822
4039;GM0503;2002JJ00;184625
4040;GM0503;2003JJ00;190841
4041;GM0503;2004JJ00;189476
4042;GM0503;2005JJ00;198283
4043;GM0503;2006JJ00;214069
4044;GM0503;2007JJ00;223556
4045;GM0503;2008JJ00;238041
4046;GM0503;2009JJ00;221021
4047;GM0503;2010JJ00;225757
4048;GM0503;2011JJ00;229994
4049;GM0503;2012JJ00;212589
4050;GM0503;2013JJ00;208528
4051;GM0503;2014JJ00;212725
4052;GM0503;2015JJ00;211971
4053;GM0503;2016JJ00;224039
4054;GM0503;2017JJ00;250075
4055;GM0503;2018JJ00;282851
4056;GM0503;2019JJ00;311299
4057;GM0503;2020JJ00;339921
4058;GM0503;2021JJ00;395478
4059;GM0503;2022JJ00;417460
4060;GM0010;1995JJ00;61842
4061;GM0010;1996JJ00;62973
4062;GM0010;1997JJ00;73437
4063;GM0010;1998JJ00;69550
4064;GM0010;1999JJ00;78474
4065;GM0010;2000JJ00;92073
4066;GM0010;2001JJ00;96377
4067;GM0010;2002JJ00;113476
4068;GM0010;2003JJ00;112657
4069;GM0010;2004JJ00;126393
4070;GM0010;2005JJ00;134929
4071;GM0010;2006JJ00;141315
4072;GM0010;2007JJ00;150673
4073;GM0010;2008JJ00;153332
4074;GM0010;2009JJ00;138547
4075;GM0010;2010JJ00;141921
4076;GM0010;2011JJ00;143982
4077;GM0010;2012JJ00;137535
4078;GM0010;2013JJ00;132658
4079;GM0010;2014JJ00;123452
4080;GM0010;2015JJ00;130887
4081;GM0010;2016JJ00;132086
4082;GM0010;2017JJ00;140643
4083;GM0010;2018JJ00;142173
4084;GM0010;2019JJ00;155120
4085;GM0010;2020JJ00;177054
4086;GM0010;2021JJ00;
4087;GM0010;2022JJ00;
4088;GM0149;1995JJ00;92273
4089;GM0149;1996JJ00;109452
4090;GM0149;1997JJ00;115574
4091;GM0149;1998JJ00;120612
4092;GM0149;1999JJ00;162481
4093;GM0149;2000JJ00;172093
4094;GM0149;2001JJ00;216074
4095;GM0149;2002JJ00;213022
4096;GM0149;2003JJ00;
4097;GM0149;2004JJ00;
4098;GM0149;2005JJ00;
4099;GM0149;2006JJ00;
4100;GM0149;2007JJ00;
4101;GM0149;2008JJ00;
4102;GM0149;2009JJ00;
4103;GM0149;2010JJ00;
4104;GM0149;2011JJ00;
4105;GM0149;2012JJ00;
4106;GM0149;2013JJ00;
4107;GM0149;2014JJ00;
4108;GM0149;2015JJ00;
4109;GM0149;2016JJ00;
4110;GM0149;2017JJ00;
4111;GM0149;2018JJ00;
4112;GM0149;2019JJ00;
4113;GM0149;2020JJ00;
4114;GM0149;2021JJ00;
4115;GM0149;2022JJ00;
4116;GM0762;1995JJ00;109419
4117;GM0762;1996JJ00;130665
4118;GM0762;1997JJ00;152479
4119;GM0762;1998JJ00;163456
4120;GM0762;1999JJ00;202888
4121;GM0762;2000JJ00;229485
4122;GM0762;2001JJ00;230186
4123;GM0762;2002JJ00;232351
4124;GM0762;2003JJ00;241205
4125;GM0762;2004JJ00;234874
4126;GM0762;2005JJ00;257527
4127;GM0762;2006JJ00;287285
4128;GM0762;2007JJ00;291060
4129;GM0762;2008JJ00;322813
4130;GM0762;2009JJ00;306662
4131;GM0762;2010JJ00;282437
4132;GM0762;2011JJ00;276036
4133;GM0762;2012JJ00;262824
4134;GM0762;2013JJ00;243753
4135;GM0762;2014JJ00;217151
4136;GM0762;2015JJ00;237365
4137;GM0762;2016JJ00;261610
4138;GM0762;2017JJ00;288606
4139;GM0762;2018JJ00;286500
4140;GM0762;2019JJ00;298007
4141;GM0762;2020JJ00;339761
4142;GM0762;2021JJ00;375140
4143;GM0762;2022JJ00;423064
4144;GM0150;1995JJ00;70509
4145;GM0150;1996JJ00;79072
4146;GM0150;1997JJ00;87390
4147;GM0150;1998JJ00;96038
4148;GM0150;1999JJ00;118588
4149;GM0150;2000JJ00;147520
4150;GM0150;2001JJ00;166067
4151;GM0150;2002JJ00;172561
4152;GM0150;2003JJ00;184536
4153;GM0150;2004JJ00;184453
4154;GM0150;2005JJ00;192965
4155;GM0150;2006JJ00;200673
4156;GM0150;2007JJ00;210984
4157;GM0150;2008JJ00;211700
4158;GM0150;2009JJ00;206932
4159;GM0150;2010JJ00;205165
4160;GM0150;2011JJ00;214811
4161;GM0150;2012JJ00;203303
4162;GM0150;2013JJ00;180761
4163;GM0150;2014JJ00;196528
4164;GM0150;2015JJ00;194410
4165;GM0150;2016JJ00;207765
4166;GM0150;2017JJ00;226791
4167;GM0150;2018JJ00;248134
4168;GM0150;2019JJ00;264234
4169;GM0150;2020JJ00;288511
4170;GM0150;2021JJ00;343585
4171;GM0150;2022JJ00;382158
4172;GM0218;1995JJ00;105758
4173;GM0218;1996JJ00;123680
4174;GM0218;1997JJ00;145273
4175;GM0218;1998JJ00;154216
4176;GM0218;1999JJ00;200062
4177;GM0218;2000JJ00;212191
4178;GM0218;2001JJ00;208776
4179;GM0218;2002JJ00;238671
4180;GM0218;2003JJ00;239666
4181;GM0218;2004JJ00;251797
4182;GM0218;2005JJ00;
4183;GM0218;2006JJ00;
4184;GM0218;2007JJ00;
4185;GM0218;2008JJ00;
4186;GM0218;2009JJ00;
4187;GM0218;2010JJ00;
4188;GM0218;2011JJ00;
4189;GM0218;2012JJ00;
4190;GM0218;2013JJ00;
4191;GM0218;2014JJ00;
4192;GM0218;2015JJ00;
4193;GM0218;2016JJ00;
4194;GM0218;2017JJ00;
4195;GM0218;2018JJ00;
4196;GM0218;2019JJ00;
4197;GM0218;2020JJ00;
4198;GM0218;2021JJ00;
4199;GM0218;2022JJ00;
4200;GM0384;1995JJ00;106592
4201;GM0384;1996JJ00;106523
4202;GM0384;1997JJ00;122344
4203;GM0384;1998JJ00;147599
4204;GM0384;1999JJ00;168464
4205;GM0384;2000JJ00;187605
4206;GM0384;2001JJ00;206612
4207;GM0384;2002JJ00;201666
4208;GM0384;2003JJ00;210393
4209;GM0384;2004JJ00;190891
4210;GM0384;2005JJ00;216316
4211;GM0384;2006JJ00;217613
4212;GM0384;2007JJ00;255076
4213;GM0384;2008JJ00;244920
4214;GM0384;2009JJ00;237515
4215;GM0384;2010JJ00;232877
4216;GM0384;2011JJ00;230279
4217;GM0384;2012JJ00;216781
4218;GM0384;2013JJ00;216849
4219;GM0384;2014JJ00;228815
4220;GM0384;2015JJ00;182173
4221;GM0384;2016JJ00;203591
4222;GM0384;2017JJ00;242589
4223;GM0384;2018JJ00;343525
4224;GM0384;2019JJ00;389213
4225;GM0384;2020JJ00;414599
4226;GM0384;2021JJ00;465713
4227;GM0384;2022JJ00;528144
4228;GM0151;1995JJ00;88696
4229;GM0151;1996JJ00;125302
4230;GM0151;1997JJ00;110586
4231;GM0151;1998JJ00;162728
4232;GM0151;1999JJ00;197203
4233;GM0151;2000JJ00;171241
4234;GM0151;2001JJ00;
4235;GM0151;2002JJ00;
4236;GM0151;2003JJ00;
4237;GM0151;2004JJ00;
4238;GM0151;2005JJ00;
4239;GM0151;2006JJ00;
4240;GM0151;2007JJ00;
4241;GM0151;2008JJ00;
4242;GM0151;2009JJ00;
4243;GM0151;2010JJ00;
4244;GM0151;2011JJ00;
4245;GM0151;2012JJ00;
4246;GM0151;2013JJ00;
4247;GM0151;2014JJ00;
4248;GM0151;2015JJ00;
4249;GM0151;2016JJ00;
4250;GM0151;2017JJ00;
4251;GM0151;2018JJ00;
4252;GM0151;2019JJ00;
4253;GM0151;2020JJ00;
4254;GM0151;2021JJ00;
4255;GM0151;2022JJ00;
4256;GM0152;1995JJ00;126479
4257;GM0152;1996JJ00;136120
4258;GM0152;1997JJ00;127192
4259;GM0152;1998JJ00;136639
4260;GM0152;1999JJ00;
4261;GM0152;2000JJ00;
4262;GM0152;2001JJ00;
4263;GM0152;2002JJ00;
4264;GM0152;2003JJ00;
4265;GM0152;2004JJ00;
4266;GM0152;2005JJ00;
4267;GM0152;2006JJ00;
4268;GM0152;2007JJ00;
4269;GM0152;2008JJ00;
4270;GM0152;2009JJ00;
4271;GM0152;2010JJ00;
4272;GM0152;2011JJ00;
4273;GM0152;2012JJ00;
4274;GM0152;2013JJ00;
4275;GM0152;2014JJ00;
4276;GM0152;2015JJ00;
4277;GM0152;2016JJ00;
4278;GM0152;2017JJ00;
4279;GM0152;2018JJ00;
4280;GM0152;2019JJ00;
4281;GM0152;2020JJ00;
4282;GM0152;2021JJ00;
4283;GM0152;2022JJ00;
4284;GM0763;1995JJ00;121639
4285;GM0763;1996JJ00;150406
4286;GM0763;1997JJ00;
4287;GM0763;1998JJ00;
4288;GM0763;1999JJ00;
4289;GM0763;2000JJ00;
4290;GM0763;2001JJ00;
4291;GM0763;2002JJ00;
4292;GM0763;2003JJ00;
4293;GM0763;2004JJ00;
4294;GM0763;2005JJ00;
4295;GM0763;2006JJ00;
4296;GM0763;2007JJ00;
4297;GM0763;2008JJ00;
4298;GM0763;2009JJ00;
4299;GM0763;2010JJ00;
4300;GM0763;2011JJ00;
4301;GM0763;2012JJ00;
4302;GM0763;2013JJ00;
4303;GM0763;2014JJ00;
4304;GM0763;2015JJ00;
4305;GM0763;2016JJ00;
4306;GM0763;2017JJ00;
4307;GM0763;2018JJ00;
4308;GM0763;2019JJ00;
4309;GM0763;2020JJ00;
4310;GM0763;2021JJ00;
4311;GM0763;2022JJ00;
4312;GM0111;1995JJ00;93724
4313;GM0111;1996JJ00;108028
4314;GM0111;1997JJ00;115902
4315;GM0111;1998JJ00;
4316;GM0111;1999JJ00;
4317;GM0111;2000JJ00;
4318;GM0111;2001JJ00;
4319;GM0111;2002JJ00;
4320;GM0111;2003JJ00;
4321;GM0111;2004JJ00;
4322;GM0111;2005JJ00;
4323;GM0111;2006JJ00;
4324;GM0111;2007JJ00;
4325;GM0111;2008JJ00;
4326;GM0111;2009JJ00;
4327;GM0111;2010JJ00;
4328;GM0111;2011JJ00;
4329;GM0111;2012JJ00;
4330;GM0111;2013JJ00;
4331;GM0111;2014JJ00;
4332;GM0111;2015JJ00;
4333;GM0111;2016JJ00;
4334;GM0111;2017JJ00;
4335;GM0111;2018JJ00;
4336;GM0111;2019JJ00;
4337;GM0111;2020JJ00;
4338;GM0111;2021JJ00;
4339;GM0111;2022JJ00;
4340;GM1980;1995JJ00;
4341;GM1980;1996JJ00;
4342;GM1980;1997JJ00;
4343;GM1980;1998JJ00;
4344;GM1980;1999JJ00;
4345;GM1980;2000JJ00;
4346;GM1980;2001JJ00;
4347;GM1980;2002JJ00;
4348;GM1980;2003JJ00;
4349;GM1980;2004JJ00;
4350;GM1980;2005JJ00;
4351;GM1980;2006JJ00;
4352;GM1980;2007JJ00;
4353;GM1980;2008JJ00;
4354;GM1980;2009JJ00;
4355;GM1980;2010JJ00;
4356;GM1980;2011JJ00;
4357;GM1980;2012JJ00;
4358;GM1980;2013JJ00;
4359;GM1980;2014JJ00;
4360;GM1980;2015JJ00;
4361;GM1980;2016JJ00;
4362;GM1980;2017JJ00;
4363;GM1980;2018JJ00;
4364;GM1980;2019JJ00;
4365;GM1980;2020JJ00;
4366;GM1980;2021JJ00;
4367;GM1980;2022JJ00;419589
4368;GM1774;1995JJ00;
4369;GM1774;1996JJ00;
4370;GM1774;1997JJ00;
4371;GM1774;1998JJ00;
4372;GM1774;1999JJ00;
4373;GM1774;2000JJ00;
4374;GM1774;2001JJ00;
4375;GM1774;2002JJ00;227114
4376;GM1774;2003JJ00;241098
4377;GM1774;2004JJ00;236101
4378;GM1774;2005JJ00;239611
4379;GM1774;2006JJ00;251468
4380;GM1774;2007JJ00;249947
4381;GM1774;2008JJ00;291662
4382;GM1774;2009JJ00;249448
4383;GM1774;2010JJ00;247427
4384;GM1774;2011JJ00;245888
4385;GM1774;2012JJ00;226679
4386;GM1774;2013JJ00;207617
4387;GM1774;2014JJ00;230390
4388;GM1774;2015JJ00;219021
4389;GM1774;2016JJ00;238500
4390;GM1774;2017JJ00;252296
4391;GM1774;2018JJ00;257647
4392;GM1774;2019JJ00;279197
4393;GM1774;2020JJ00;315526
4394;GM1774;2021JJ00;343759
4395;GM1774;2022JJ00;409307
4396;GM0764;1995JJ00;91799
4397;GM0764;1996JJ00;116820
4398;GM0764;1997JJ00;
4399;GM0764;1998JJ00;
4400;GM0764;1999JJ00;
4401;GM0764;2000JJ00;
4402;GM0764;2001JJ00;
4403;GM0764;2002JJ00;
4404;GM0764;2003JJ00;
4405;GM0764;2004JJ00;
4406;GM0764;2005JJ00;
4407;GM0764;2006JJ00;
4408;GM0764;2007JJ00;
4409;GM0764;2008JJ00;
4410;GM0764;2009JJ00;
4411;GM0764;2010JJ00;
4412;GM0764;2011JJ00;
4413;GM0764;2012JJ00;
4414;GM0764;2013JJ00;
4415;GM0764;2014JJ00;
4416;GM0764;2015JJ00;
4417;GM0764;2016JJ00;
4418;GM0764;2017JJ00;
4419;GM0764;2018JJ00;
4420;GM0764;2019JJ00;
4421;GM0764;2020JJ00;
4422;GM0764;2021JJ00;
4423;GM0764;2022JJ00;
4424;GM0219;1995JJ00;92546
4425;GM0219;1996JJ00;100598
4426;GM0219;1997JJ00;116377
4427;GM0219;1998JJ00;127319
4428;GM0219;1999JJ00;151307
4429;GM0219;2000JJ00;173874
4430;GM0219;2001JJ00;169721
4431;GM0219;2002JJ00;189598
4432;GM0219;2003JJ00;215696
4433;GM0219;2004JJ00;215432
4434;GM0219;2005JJ00;
4435;GM0219;2006JJ00;
4436;GM0219;2007JJ00;
4437;GM0219;2008JJ00;
4438;GM0219;2009JJ00;
4439;GM0219;2010JJ00;
4440;GM0219;2011JJ00;
4441;GM0219;2012JJ00;
4442;GM0219;2013JJ00;
4443;GM0219;2014JJ00;
4444;GM0219;2015JJ00;
4445;GM0219;2016JJ00;
4446;GM0219;2017JJ00;
4447;GM0219;2018JJ00;
4448;GM0219;2019JJ00;
4449;GM0219;2020JJ00;
4450;GM0219;2021JJ00;
4451;GM0219;2022JJ00;
4452;GM0504;1995JJ00;74620
4453;GM0504;1996JJ00;88778
4454;GM0504;1997JJ00;90678
4455;GM0504;1998JJ00;95677
4456;GM0504;1999JJ00;114487
4457;GM0504;2000JJ00;123657
4458;GM0504;2001JJ00;154867
4459;GM0504;2002JJ00;176623
4460;GM0504;2003JJ00;181678
4461;GM0504;2004JJ00;186759
4462;GM0504;2005JJ00;224250
4463;GM0504;2006JJ00;224076
4464;GM0504;2007JJ00;214803
4465;GM0504;2008JJ00;218358
4466;GM0504;2009JJ00;249527
4467;GM0504;2010JJ00;189120
4468;GM0504;2011JJ00;179615
4469;GM0504;2012JJ00;165943
4470;GM0504;2013JJ00;
4471;GM0504;2014JJ00;
4472;GM0504;2015JJ00;
4473;GM0504;2016JJ00;
4474;GM0504;2017JJ00;
4475;GM0504;2018JJ00;
4476;GM0504;2019JJ00;
4477;GM0504;2020JJ00;
4478;GM0504;2021JJ00;
4479;GM0504;2022JJ00;
4480;GM0220;1995JJ00;114554
4481;GM0220;1996JJ00;116899
4482;GM0220;1997JJ00;137459
4483;GM0220;1998JJ00;166504
4484;GM0220;1999JJ00;181153
4485;GM0220;2000JJ00;194833
4486;GM0220;2001JJ00;250803
4487;GM0220;2002JJ00;
4488;GM0220;2003JJ00;
4489;GM0220;2004JJ00;
4490;GM0220;2005JJ00;
4491;GM0220;2006JJ00;
4492;GM0220;2007JJ00;
4493;GM0220;2008JJ00;
4494;GM0220;2009JJ00;
4495;GM0220;2010JJ00;
4496;GM0220;2011JJ00;
4497;GM0220;2012JJ00;
4498;GM0220;2013JJ00;
4499;GM0220;2014JJ00;
4500;GM0220;2015JJ00;
4501;GM0220;2016JJ00;
4502;GM0220;2017JJ00;
4503;GM0220;2018JJ00;
4504;GM0220;2019JJ00;
4505;GM0220;2020JJ00;
4506;GM0220;2021JJ00;
4507;GM0220;2022JJ00;
4508;GM0221;1995JJ00;95587
4509;GM0221;1996JJ00;90232
4510;GM0221;1997JJ00;126319
4511;GM0221;1998JJ00;138894
4512;GM0221;1999JJ00;146261
4513;GM0221;2000JJ00;166228
4514;GM0221;2001JJ00;198090
4515;GM0221;2002JJ00;215891
4516;GM0221;2003JJ00;216248
4517;GM0221;2004JJ00;207742
4518;GM0221;2005JJ00;239278
